variant,seed,mode,length_scale_m,source_count,completed,time_per_source_s,virtual_time_s,distance_m,measures,switches,clear_failures,fallback_attempts,stations_visited,runtime_s,mean_first_discovery_s,last_first_discovery_s,containment_violations,nearby_effective_bearings
boundary,1012008,mixed,100.0,14,True,409.6921975181357,5735.690765253899,21728.45382626951,222,210,0,0,21,0.22495409999828553,975.9006472857143,3024.027839,0,0
boundary,1012008,mixed,300.0,14,True,402.9904328183396,5641.866059456755,21259.330297283777,221,209,2,0,21,0.21864300000015646,936.6342509285714,2927.033107,0,0
boundary,1012008,mixed,900.0,14,True,407.4908670420677,5704.872138588948,21694.360692944752,218,206,0,0,21,0.22169659999781288,977.2726210000001,3084.167657,0,0
boundary,1012009,mixed,100.0,15,True,351.42839293705316,5271.4258940557975,20612.129470278986,181,169,0,0,21,0.22140220000073896,688.2149003333334,3091.636511,0,0
boundary,1012009,mixed,300.0,15,True,351.69059448027656,5275.358917204148,20601.794586020733,182,170,0,0,21,0.23112179999952787,689.0090975333333,3097.386436,0,0
boundary,1012009,mixed,900.0,15,True,352.2464818041187,5283.69722706178,20643.4861353089,182,170,0,0,21,0.21861519999947632,689.0132211333333,3096.854688,0,0
boundary,1012010,mixed,100.0,16,True,426.56577010722026,6825.052321715524,26525.26160857763,241,232,1,0,20,0.22651129999940167,1994.9033465625,6116.625286,0,0
boundary,1012010,mixed,300.0,16,True,426.42873928949626,6822.85982863194,26514.299143159697,241,232,1,0,20,0.2274247999994259,1994.475061875,6113.118707,0,0
boundary,1012010,mixed,900.0,16,True,426.65093760403624,6826.41500166458,26532.075008322907,241,232,1,0,20,0.23376199999984237,1994.9352771249999,6116.822958,0,0
boundary,1012011,mixed,100.0,10,True,601.0834693822553,6010.834693822553,21539.173469112782,277,265,1,0,21,0.14798719999816967,1015.9934216,5284.005277,0,0
boundary,1012011,mixed,300.0,10,True,597.0945493405825,5970.945493405825,21379.727467029137,276,265,0,0,21,0.1521844000017154,1012.8790544,5245.89033,0,0
boundary,1012011,mixed,900.0,10,True,599.3067798123578,5993.0677981235785,21635.338990617904,271,261,0,0,21,0.14850099999966915,819.586857,3320.860754,0,0
boundary,1012012,mixed,100.0,11,True,582.8043971457918,6410.848368603709,23899.24184301854,264,253,1,0,21,0.16406959999949322,1103.015501,3497.562267,0,0
boundary,1012012,mixed,300.0,11,True,584.0115651737011,6424.127216910712,23965.636084553564,264,253,1,0,21,0.16428829999858863,1102.9938133636363,3497.891848,0,0
boundary,1012012,mixed,900.0,11,True,583.3453531294168,6416.798884423585,23928.994422117914,264,253,1,0,21,0.16633750000255532,1102.9311823636365,3497.504838,0,0
boundary,1012013,mixed,100.0,12,True,452.34196302736876,5428.103556328425,19975.517781642127,231,218,0,0,21,0.176853699998901,724.4289381666666,1713.425042,0,0
boundary,1012013,mixed,300.0,12,True,453.4162090693097,5440.994508831716,19944.97254415858,234,222,0,0,21,0.18187530000068364,728.6140835,1721.795333,0,0
boundary,1012013,mixed,900.0,12,True,453.5054547187968,5442.065456625562,19950.32728312781,234,222,0,0,21,0.18269590000272729,729.0222771666666,1722.61172,0,0
boundary,1012100,edge_outward,100.0,16,True,409.92855803599303,6558.856928575889,22644.28464287946,325,310,5,0,21,0.23910740000064834,4154.9895206875,6327.38696,0,0
boundary,1012100,edge_outward,300.0,16,True,417.4591171910957,6679.345875057531,23251.72937528766,325,309,5,0,21,0.2504435000009835,4166.744769375,6448.259948,0,0
boundary,1012100,edge_outward,900.0,16,True,419.26289403938944,6708.206304630231,23436.03152315116,324,306,5,0,21,0.2269754999979341,4102.1062229375,6257.666394,0,0
boundary,1012101,edge_outward,100.0,16,True,453.70481136777744,7259.276981884439,26076.38490942219,327,311,6,0,21,0.2414716999992379,4563.0281724999995,7036.935973,0,0
boundary,1012101,edge_outward,300.0,16,True,443.753376794551,7100.054028712816,25175.27014356407,331,318,4,0,20,0.21279240000149002,4497.353122375,6431.013617,0,0
boundary,1012101,edge_outward,900.0,16,True,448.3363576210113,7173.381721936181,25691.90860968091,326,310,5,0,21,0.2054610999985016,4518.0139905625,6950.915934,0,0
boundary,1012102,edge_outward,100.0,16,True,420.3124360593027,6724.998976948843,22879.994884744214,338,319,20,0,21,0.2430765999997675,4546.782247375,6611.811244,0,0
boundary,1012102,edge_outward,300.0,16,True,420.1886311812542,6723.018098900067,22910.09049450033,342,324,9,0,21,0.2713526000006823,4520.3114123125,6609.775343,0,0
boundary,1012102,edge_outward,900.0,16,True,427.2333870785937,6835.734193257499,23478.670966287493,342,323,9,0,21,0.26340909999998985,4581.8860618125,6722.592604,0,0
boundary,1012200,rotated_cluster,100.0,10,True,530.8912643578767,5308.912643578767,18424.56321789384,248,232,34,0,21,0.12003339999864693,553.9442097,2019.242097,0,0
boundary,1012200,rotated_cluster,300.0,10,True,532.1424536705522,5321.424536705522,18457.122683527617,248,232,36,0,21,0.12288759999864851,553.9442097,2019.242097,0,0
boundary,1012200,rotated_cluster,900.0,10,True,532.3437932581915,5323.4379325819145,18452.18966290958,248,232,37,0,21,0.12321220000012545,553.9442097,2019.242097,0,0
boundary,1012201,rotated_cluster,100.0,10,True,572.266287468718,5722.66287468718,19173.31437343591,291,275,36,0,21,0.13429390000237618,1570.2235048,3488.144017,0,0
boundary,1012201,rotated_cluster,300.0,10,True,582.0489291996319,5820.489291996319,19512.446459981606,294,278,40,0,21,0.1361243999999715,1670.5827367,3822.67479,0,0
boundary,1012201,rotated_cluster,900.0,10,True,571.9699680621814,5719.699680621813,19173.49840310908,291,275,35,0,21,0.129954899999575,1570.2235048,3488.144017,0,0
boundary,1012300,minimum_range,100.0,12,True,466.7980576514783,5601.57669181774,20822.8834590887,231,222,0,0,21,0.16678700000193203,732.6115849166666,1886.683534,0,0
boundary,1012300,minimum_range,300.0,12,True,467.12077897797855,5605.449347735743,20842.246738678707,231,222,0,0,21,0.16602110000167158,732.7211344166667,1887.121732,0,0
boundary,1012300,minimum_range,900.0,12,True,467.14467507316334,5605.73610087796,20868.680504389795,230,222,0,0,21,0.16570479999791132,732.9369079166667,1887.984826,0,0
boundary,1012301,minimum_range,100.0,13,True,430.33067977713296,5594.298837102729,20706.494185513642,233,223,0,0,21,0.1749234000017168,1116.2959223846153,2749.125482,0,0
boundary,1012301,minimum_range,300.0,13,True,431.01072214476767,5603.13938788198,20750.6969394099,233,223,0,0,21,0.1745578000009118,1117.6273336153845,2753.302527,0,0
boundary,1012301,minimum_range,900.0,13,True,430.3061763752197,5593.980292877856,20704.90146438928,233,223,0,0,21,0.17614970000067842,1119.1411515384616,2751.47504,0,0
boundary,1012400,edge_inset,100.0,16,True,477.74112524023974,7643.858003843836,27554.29001921919,336,322,17,0,18,0.27025460000004387,4222.49810225,6013.019155,0,0
boundary,1012400,edge_inset,300.0,16,True,491.55895639672286,7864.943302347566,28704.71651173783,335,318,17,0,18,0.26718150000306196,4750.377746625,6854.184848,0,0
boundary,1012400,edge_inset,900.0,16,True,464.63372666003187,7434.13962656051,26605.69813280255,334,318,15,0,18,0.2674343000035151,4214.0286279375005,6030.789646,0,0
boundary,1012401,edge_inset,100.0,16,True,461.52691516504007,7384.430642640641,26542.153213203186,330,310,12,0,19,0.25397180000072694,3885.610441125,6283.790625,0,0
boundary,1012401,edge_inset,300.0,16,True,453.3929980154543,7254.2879682472685,26106.43984123634,323,305,11,0,19,0.24093429999993532,4025.647924625,6484.488076,0,0
boundary,1012401,edge_inset,900.0,16,True,491.31255693583387,7861.000910973342,29070.004554866726,325,303,13,0,19,0.2379639999999199,4048.8525780625,6347.803848,0,0
reliable,1012000,mixed,100.0,13,True,447.61467878139655,5818.990824158155,22039.954120790775,226,210,2,0,21,3.047567599998729,920.28347,4857.327837,0,0
reliable,1012000,mixed,300.0,13,True,449.55470502494,5844.21116532422,22091.0558266211,228,212,3,0,21,3.0908091999990575,925.4559305384615,4881.774913,0,0
reliable,1012000,mixed,900.0,13,True,452.6416869778878,5884.341930712541,22251.709653562713,229,212,4,0,21,3.1420405999997456,932.5589691538462,4921.040917,0,0
reliable,1012001,mixed,100.0,14,True,415.959872148357,5823.438210076998,22392.191050384998,214,199,2,0,21,3.14991160000136,785.1179749285715,4889.906239,0,0
reliable,1012001,mixed,300.0,14,True,415.5052786284291,5817.073900798007,22265.36950399003,216,202,4,0,21,3.1842356999986805,783.3662286428571,4873.63254,0,0
reliable,1012001,mixed,900.0,14,True,415.49813319049747,5816.973864666965,22309.869323334824,216,202,1,0,21,3.2409704999990936,784.2648075714286,4884.299952,0,0
reliable,1012002,mixed,100.0,15,True,393.96794267510455,5909.519140126568,23432.595700632857,188,178,10,0,21,3.389062099999137,723.8660496,1829.810576,0,0
reliable,1012002,mixed,300.0,15,True,392.1581993731637,5882.372990597456,23376.86495298728,188,177,5,0,21,3.5863365000004706,724.5236296666667,1836.107714,0,0
reliable,1012002,mixed,900.0,15,True,390.13162558197723,5851.974383729658,23199.871918648285,187,178,8,0,21,3.402759000000515,722.1883396666667,1822.377277,0,0
reliable,1012003,mixed,100.0,16,True,360.05950914618387,5760.952146338942,22784.760731694714,185,172,9,0,18,3.406138899998041,1031.821204,4879.057208,0,0
reliable,1012003,mixed,300.0,16,True,357.11168684522016,5713.786989523523,22678.93494761761,183,171,4,0,18,3.2522963999981584,1025.5745828125,4889.012057,0,0
reliable,1012003,mixed,900.0,16,True,264.47046238808,4231.52739820928,16277.636991046407,150,143,1,0,12,3.0540283000009367,926.3417519375,3344.207663,0,0
reliable,1012004,mixed,100.0,10,True,619.8188537297058,6198.188537297058,21835.94268648529,298,282,3,0,21,4.091733400000521,1910.463863,6004.609104,0,0
reliable,1012004,mixed,300.0,10,True,621.2484486373148,6212.484486373148,21887.422431865725,298,283,4,0,21,4.0506819000002,1910.2983039,6018.946206,0,0
reliable,1012004,mixed,900.0,10,True,616.6439662651454,6166.4396626514545,21697.198313257275,298,284,1,0,21,4.004776900001161,1872.5746346,5972.955951,0,0
reliable,1012005,mixed,100.0,11,True,513.5382093710396,5648.920303081435,20819.60151540718,240,224,2,0,21,3.294319099997665,587.711066,1428.822982,0,0
reliable,1012005,mixed,300.0,11,True,512.7861183302697,5640.647301632966,20793.236508164842,240,224,1,0,21,3.2666065999983402,587.4543632727273,1427.621346,0,0
reliable,1012005,mixed,900.0,11,True,514.0353846019091,5654.389230621,20831.946153104996,240,224,3,0,21,3.3539858000003733,587.5000965454545,1428.1815,0,0
reliable,1012006,mixed,100.0,12,True,468.3154834373407,5619.785801248088,21113.92900624045,224,211,2,0,21,2.8938516000016534,861.6781665,2183.813129,0,0
reliable,1012006,mixed,300.0,12,True,475.68829588026784,5708.259550563214,21431.29775281607,229,214,1,0,21,3.087451699997473,833.6005145,2219.532776,0,0
reliable,1012006,mixed,900.0,12,True,476.47062332209254,5717.647479865111,21413.237399325564,231,217,1,0,21,3.157225799997832,836.5976505833333,2226.566115,0,0
reliable,1012007,mixed,100.0,13,True,466.47126659163973,6064.126465691316,22480.63232845658,251,242,2,0,21,3.944091800000024,1521.8375778461539,5064.067311,0,0
reliable,1012007,mixed,300.0,13,True,465.7880841649904,6055.245094144875,22461.22547072439,250,239,3,0,21,3.7660388000003877,1520.4787292307692,5054.906632,0,0
reliable,1012007,mixed,900.0,13,True,468.1780447072687,6086.314581194493,22566.57290597246,252,242,2,0,21,3.82880600000135,1522.1813205384615,5071.464466,0,0
reliable,1012008,mixed,100.0,14,True,427.40293480654265,5983.641087291597,22673.205436457985,229,219,5,0,21,3.5948667000011483,1269.4490594285714,5040.207319,0,0
reliable,1012008,mixed,300.0,14,True,411.5661413003773,5761.925978205282,21954.62989102642,218,208,1,0,21,3.443313300002046,1062.0775942857142,2274.521003,0,0
reliable,1012008,mixed,900.0,14,True,439.1594234448299,6148.2319282276185,23911.159641138092,217,202,3,0,21,3.272241999999096,948.9434979285714,4556.050027,0,0
reliable,1012009,mixed,100.0,15,True,362.5792418804564,5438.688628206845,21098.443141034233,192,175,3,0,21,2.6700344999990193,781.3397759333333,4900.765804,0,0
reliable,1012009,mixed,300.0,15,True,361.3850721576346,5420.776082364519,21008.88041182259,192,175,3,0,21,2.6448378000022785,781.8601194666667,4905.069688,0,0
reliable,1012009,mixed,900.0,15,True,361.75800095845284,5426.370014376793,21046.850071883957,191,175,4,0,21,2.6947088000015356,783.8815508,4918.251843,0,0
reliable,1012010,mixed,100.0,16,True,312.68252770299546,5002.920443247927,19704.602216239637,164,153,3,0,13,3.1865311000001384,1073.105625625,3974.046537,0,0
reliable,1012010,mixed,300.0,16,True,353.9919124182412,5663.870598691859,22684.3529934593,172,160,9,0,15,3.2089532000027248,1090.1974494375,4231.2092,0,0
reliable,1012010,mixed,900.0,16,True,312.11688530404507,4993.870164864721,19644.350824323603,165,154,2,0,13,3.196955600000365,1073.792396375,3981.838644,0,0
reliable,1012011,mixed,100.0,10,True,581.9141198473553,5819.141198473553,20550.705992367766,278,266,1,0,21,3.743661399999837,1142.347817,3118.527695,0,0
reliable,1012011,mixed,300.0,10,True,583.3803099468403,5833.803099468403,20594.01549734202,278,266,3,0,21,3.8663688999986334,1149.0038694,3133.488399,0,0
reliable,1012011,mixed,900.0,10,True,582.9417125540476,5829.417125540476,20587.085627702385,278,266,2,0,21,3.8478692999997293,1147.4877005,3128.906388,0,0
reliable,1012012,mixed,100.0,11,True,560.8172183663949,6168.989402030344,22829.947010151707,259,250,1,0,21,3.9026169999997364,1137.5135777272728,3493.369526,0,0
reliable,1012012,mixed,300.0,11,True,557.3517686516102,6130.869455167713,22049.347275838565,278,267,3,0,21,3.9684161999975913,1620.651593,5944.54082,0,0
reliable,1012012,mixed,900.0,11,True,561.5154056809253,6176.6694624901775,22273.347312450886,278,268,3,0,21,3.986145499999111,1615.8763262727273,5989.911923,0,0
reliable,1012013,mixed,100.0,12,True,455.3186856142648,5463.824227371178,20164.121136855887,230,215,2,0,21,3.068104999998468,805.7654675833334,2364.991311,0,0
reliable,1012013,mixed,300.0,12,True,455.65366132455216,5467.843935894626,20319.21967947312,226,211,1,0,21,2.9559723999991547,840.616966,1926.446078,0,0
reliable,1012013,mixed,900.0,12,True,454.3357212714115,5452.028655256938,20255.14327628469,226,211,0,0,21,2.9610231000006024,840.56851725,1926.254064,0,0
reliable,1012100,edge_outward,100.0,16,True,511.3443703793734,8181.509926069974,29647.54963034987,359,335,14,9,21,6.031581299997924,4731.5633046875,7573.759488,0,0
reliable,1012100,edge_outward,300.0,16,True,517.1161022833232,8273.857636533172,30014.28818266589,360,337,18,8,21,6.105360599998676,4748.4562704375,7687.13316,0,0
reliable,1012100,edge_outward,900.0,16,True,503.95324581905106,8063.251933104817,29661.259665524114,338,319,14,2,18,5.742981899998995,4458.9793005625,6770.172334,0,0
reliable,1012101,edge_outward,100.0,16,True,480.94732172934556,7695.157147669529,27765.78573834765,348,319,1,0,20,5.6609972000005655,4013.9500248125,6551.840493,0,0
reliable,1012101,edge_outward,300.0,16,True,522.4522374479482,8359.23579916717,30481.17899583582,359,322,22,19,20,5.994017299999541,3937.1090908749998,6634.601747,0,0
reliable,1012101,edge_outward,900.0,16,True,519.7792557418952,8316.468091870323,30637.34045935164,355,322,4,0,20,5.855119299998478,3995.371627625,6766.369612,0,0
reliable,1012102,edge_outward,100.0,16,True,539.6366536164874,8634.186457863798,30450.932289318967,371,342,89,81,20,6.812706799999432,4805.9114933125,7197.199559,0,0
reliable,1012102,edge_outward,300.0,16,True,466.47756399458916,7463.641023913427,26088.205119567137,365,338,1,0,20,5.783858800001326,4775.8523423125,7157.515598,0,0
reliable,1012102,edge_outward,900.0,16,True,480.1345545902853,7682.152873444565,26925.764367222804,370,343,8,0,20,5.939603899998474,4811.5999743125,7198.613364,0,0
reliable,1012200,rotated_cluster,100.0,10,True,521.6112418776279,5216.112418776279,18480.562093881403,248,230,0,0,21,2.7139181999991706,547.8442097,1958.242097,0,0
reliable,1012200,rotated_cluster,300.0,10,True,521.8725324069267,5218.725324069267,18493.62662034634,248,230,0,0,21,2.7757653999979084,547.8442097,1958.242097,0,0
reliable,1012200,rotated_cluster,900.0,10,True,521.3343826102717,5213.343826102718,18466.719130513593,248,230,0,0,21,2.7539996999985306,547.8442097,1958.242097,0,0
reliable,1012201,rotated_cluster,100.0,10,True,567.1990540435422,5671.990540435422,19389.952702177114,292,275,3,0,21,3.7644270999990113,1573.2235048,3477.144017,0,0
reliable,1012201,rotated_cluster,300.0,10,True,578.9644360584708,5789.644360584708,20033.221802923545,290,274,3,0,21,3.7986722999994527,1563.9235048,3424.144017,0,0
reliable,1012201,rotated_cluster,900.0,10,True,566.4847166836448,5664.847166836448,19384.235834182247,292,275,1,0,21,3.6950999000000593,1573.2235048,3477.144017,0,0
reliable,1012300,minimum_range,100.0,12,True,492.3893385932137,5908.672063118564,21928.360315592832,244,234,3,0,21,3.424640699999145,1113.9941715833334,2412.34452,0,0
reliable,1012300,minimum_range,300.0,12,True,494.4029288172795,5932.835145807354,21994.17572903677,246,238,2,0,21,3.4193951999986893,1113.73151675,2417.062198,0,0
reliable,1012300,minimum_range,900.0,12,True,494.8732215728873,5938.478658874647,22017.393294373243,246,236,3,0,21,3.5013402000004135,1113.480035,2408.673318,0,0
reliable,1012301,minimum_range,100.0,13,True,454.6579004369703,5910.552705680614,22117.763528403088,237,225,4,0,21,3.4316983000026084,1145.7430118461539,2788.712382,0,0
reliable,1012301,minimum_range,300.0,13,True,425.01063181581264,5525.1382136055645,20265.691068027823,236,224,1,0,21,3.4188567999990482,1146.951967076923,2790.233256,0,0
reliable,1012301,minimum_range,900.0,13,True,424.5985505334145,5519.7811569343885,20283.905784671937,234,222,2,0,21,3.3683906000005663,1080.259024,2502.487854,0,0
reliable,1012400,edge_inset,100.0,16,True,490.6262642430882,7850.020227889411,28750.10113944707,337,317,6,0,17,5.851813900000707,4413.511097,6361.761518,0,0
reliable,1012400,edge_inset,300.0,16,True,490.49534287445783,7847.925485991325,28704.62742995663,339,317,5,0,17,5.816948700001376,4405.7904605625,6345.382577,0,0
reliable,1012400,edge_inset,900.0,16,True,526.9372012020865,8430.995219233384,30724.976096166927,367,344,9,0,20,5.959936700000981,5042.7642718125,8290.326265,0,0
reliable,1012401,edge_inset,100.0,16,True,454.04400387697285,7264.704062031566,25533.520310157826,347,328,5,0,20,5.6145711000026495,4052.1209073125,6824.85673,0,0
reliable,1012401,edge_inset,300.0,16,True,462.97468536311663,7407.594965809866,26272.974829049323,347,329,3,0,20,5.674060100001952,4100.9375269375,6986.753369,0,0
reliable,1012401,edge_inset,900.0,16,True,449.6896349209572,7195.034158735315,25110.170793676585,348,332,7,0,20,5.6579026999970665,4017.637598375,6804.536869,0,0
integrated,1012000,mixed,100.0,13,True,468.4114821885535,6089.349268451196,23586.746342255978,219,203,3,0,21,8.961142500000278,941.2389196153847,2948.115792,0,0
integrated,1012000,mixed,300.0,13,True,476.3236305278166,6192.207196861616,23576.03598430807,234,215,9,0,21,8.266203700000915,1040.527046,4957.073733,0,0
integrated,1012000,mixed,900.0,13,True,450.3880288464178,5855.044375003431,21590.221875017156,245,232,5,0,21,8.716417899999215,1246.741095,3639.865209,0,0
integrated,1012001,mixed,100.0,14,True,395.0866858926767,5531.213602497474,20916.068012487358,214,199,3,0,21,7.35339980000208,979.7684810714286,3153.312905,0,0
integrated,1012001,mixed,300.0,14,True,394.73578786628957,5526.301030128054,20881.505150640267,215,199,2,0,21,7.355560699998023,976.7598475,3147.471471,0,0
integrated,1012001,mixed,900.0,14,True,393.4685856658612,5508.560199322057,20817.80099661029,214,199,2,0,21,7.271132900001248,974.7215096428572,3137.701518,0,0
integrated,1012002,mixed,100.0,15,True,355.26298503439006,5328.944775515851,20759.72387757927,182,168,8,0,21,6.479100199998356,768.4853598,1806.209801,0,0
integrated,1012002,mixed,300.0,15,True,354.81208486484684,5322.181272972703,20750.906364863513,183,170,4,0,21,6.541131400001177,758.4289903333333,1759.142068,0,0
integrated,1012002,mixed,900.0,15,True,353.7651666242557,5306.477499363836,20727.387496819174,182,170,2,0,21,6.667286100000638,754.3574535333333,1752.989345,0,0
integrated,1012003,mixed,100.0,16,True,192.61240152899683,3081.7984244639492,11583.992122319743,113,105,5,0,7,5.986479600000166,647.325743125,2164.315864,0,0
integrated,1012003,mixed,300.0,16,True,189.04031389930879,3024.6450223889406,11318.225111944705,112,106,5,0,7,6.120343399998092,648.9200096875,2172.654362,0,0
integrated,1012003,mixed,900.0,16,True,187.45113922088595,2999.218227534175,11251.091137670881,110,107,4,0,7,5.974520900002972,642.4067961874999,2146.2445,0,0
integrated,1012004,mixed,100.0,10,True,581.4596769921313,5814.596769921313,19952.983849606568,297,283,2,0,21,8.885388100003183,1638.1564194,4875.684008,0,0
integrated,1012004,mixed,300.0,10,True,578.5036435574567,5785.036435574567,19810.18217787284,297,282,2,0,21,9.015649200002372,1626.505972,4845.824165,0,0
integrated,1012004,mixed,900.0,10,True,581.6027094002345,5816.027094002345,19955.13547001173,298,282,1,0,21,9.19581449999896,1637.4678615,4879.905202,0,0
integrated,1012005,mixed,100.0,11,True,552.9972880144388,6082.970168158828,23104.850840794148,234,219,6,0,21,7.2295143000010285,341.11062863636363,1347.216915,0,0
integrated,1012005,mixed,300.0,11,True,510.9773709349805,5620.7510802847855,20888.755401423936,234,218,0,0,21,6.931948299999931,323.4408613636364,1152.849475,0,0
integrated,1012005,mixed,900.0,11,True,506.23927282401604,5568.632001064177,20623.160005320897,232,217,4,0,21,6.714764299998933,340.71534072727275,1342.868748,0,0
integrated,1012006,mixed,100.0,12,True,480.6530181003349,5767.836217204019,21394.1810860201,239,222,4,0,21,7.350909900000261,1001.4636406666666,3023.710621,0,0
integrated,1012006,mixed,300.0,12,True,472.38355653237426,5668.602678388491,20908.01339194247,239,223,3,0,21,7.295417299999826,1015.1943378333333,3069.885118,0,0
integrated,1012006,mixed,900.0,12,True,486.52854373177996,5838.342524781359,21746.712623906802,239,222,4,0,21,7.43885699999737,1025.2204834166666,3092.212362,0,0
integrated,1012007,mixed,100.0,13,True,437.9139807690427,5692.881749997556,21074.40874998778,237,225,1,0,21,7.610074000000168,1282.7954498461538,4682.238503,0,0
integrated,1012007,mixed,300.0,13,True,512.1096985387659,6657.426081003957,25612.130405019798,244,229,7,0,21,7.8873801000008825,1381.688586923077,5185.313995,0,0
integrated,1012007,mixed,900.0,13,True,439.59555891657567,5714.742265915484,21138.711329577414,238,226,2,0,21,7.686338599996816,1290.6322326923078,4702.553412,0,0
integrated,1012008,mixed,100.0,14,True,401.11782301377445,5615.649522192843,21208.247610964216,217,204,5,0,21,7.452209200000652,988.4154094999999,4477.416009,0,0
integrated,1012008,mixed,300.0,14,True,398.021845392681,5572.305835497534,20961.52917748766,219,209,2,0,21,7.251439200001187,1008.597041,4534.483152,0,0
integrated,1012008,mixed,900.0,14,True,400.72292207508104,5610.120909051135,21160.604545255672,217,205,6,0,21,7.488916400001472,941.6484235,4350.934454,0,0
integrated,1012009,mixed,100.0,15,True,348.88210374467616,5233.2315561701425,20201.15778085072,187,174,3,0,21,6.1826803000003565,768.7441356666667,3475.319924,0,0
integrated,1012009,mixed,300.0,15,True,354.2845391692457,5314.268087538686,20621.340437693434,187,174,2,0,21,6.305575599999429,766.6949876666666,3464.434129,0,0
integrated,1012009,mixed,900.0,15,True,347.5913539383244,5213.870309074866,20134.35154537433,187,174,1,0,21,6.292848400000366,770.2446006666667,3467.758339,0,0
integrated,1012010,mixed,100.0,16,True,374.12825993347536,5986.052158935606,23430.260794678034,204,191,3,0,19,6.948403700000199,1456.2569361875,5502.290522,0,0
integrated,1012010,mixed,300.0,16,True,353.8615352798683,5661.784564477893,21853.922822389457,199,186,10,0,18,6.921564399999625,1597.80494125,5206.475625,0,0
integrated,1012010,mixed,900.0,16,True,364.37308037943694,5829.969286070991,22519.84643035495,207,193,6,0,19,6.975607799999125,1609.9894943125,5299.649203,0,0
integrated,1012011,mixed,100.0,10,True,573.2716609444155,5732.716609444155,20068.583047220778,280,266,1,0,21,8.701049499999499,1120.6650675,2827.514091,0,0
integrated,1012011,mixed,300.0,10,True,575.7749918285308,5757.749918285308,20123.749591426535,281,266,4,0,21,8.929549799999222,1132.6583344,2852.33427,0,0
integrated,1012011,mixed,900.0,10,True,619.7989703890158,6197.989703890158,22379.948519450798,278,261,7,0,21,8.938456399999268,1073.2060483,2455.505898,0,0
integrated,1012012,mixed,100.0,11,True,579.1944249874667,6371.138674862134,23490.69337431067,268,260,6,0,21,9.288400799996452,1246.1121703636363,3790.408889,0,0
integrated,1012012,mixed,300.0,11,True,564.4780479774131,6209.2585277515445,22816.292638757724,264,253,6,0,21,9.477506499999436,1070.9922618181818,2944.286979,0,0
integrated,1012012,mixed,900.0,11,True,565.4216965221551,6219.6386617437065,22838.193308718524,264,253,8,0,21,9.38437569999951,1073.1806860909091,2953.14236,0,0
integrated,1012013,mixed,100.0,12,True,445.23129361249636,5342.7755233499565,19578.877616749793,230,214,1,0,21,6.786760200000572,750.2869560833333,1819.372329,0,0
integrated,1012013,mixed,300.0,12,True,444.5511389774626,5334.613667729551,19548.068338647754,230,212,1,0,21,7.096058999999514,749.8458346666666,1827.159392,0,0
integrated,1012013,mixed,900.0,12,True,444.14787701244086,5329.77452414929,19423.87262074646,233,217,1,0,21,7.250373099999706,702.1463235,1665.651482,0,0
integrated,1012100,edge_outward,100.0,16,True,392.8091774753709,6284.946839605935,21114.734198029677,332,316,2,0,21,7.826270500001556,4048.781928875,6112.307558,0,0
integrated,1012100,edge_outward,300.0,16,True,403.0241801504038,6448.386882406461,21816.934412032315,335,318,4,0,21,7.940723899999284,4088.2788489375,6282.70481,0,0
integrated,1012100,edge_outward,900.0,16,True,392.32367915843014,6277.178866534882,21475.894332674394,319,301,2,0,20,7.791781300002185,3852.295249625,5927.016661,0,0
integrated,1012101,edge_outward,100.0,16,True,408.6604214980542,6538.566743968867,22382.833719844337,332,319,1,0,21,10.219571499997983,4127.268545875,6278.477575,0,0
integrated,1012101,edge_outward,300.0,16,True,407.5900680426813,6521.441088682901,22337.20544341451,330,318,2,0,21,9.677661800000351,4121.336936562499,6261.734963,0,0
integrated,1012101,edge_outward,900.0,16,True,411.84383126535033,6589.501300245605,22692.506501228025,329,317,3,0,21,9.980295900000783,4159.1652478125,6328.627463,0,0
integrated,1012102,edge_outward,100.0,16,True,389.8116932758413,6236.987092413461,20689.93546206729,339,324,0,0,20,4.7838674999984505,4348.8932566875,6176.132918,0,0
integrated,1012102,edge_outward,300.0,16,True,399.673875125546,6394.782002008736,21383.910010043695,341,324,3,0,20,4.907469500001753,4437.664871125,6334.505315,0,0
integrated,1012102,edge_outward,900.0,16,True,373.0168153787547,5968.269046060075,19311.345230300376,340,323,1,0,20,4.386390100000426,4382.486237625,5896.727571,0,0
integrated,1012200,rotated_cluster,100.0,10,True,521.9029147171843,5219.029147171844,18465.14573585923,248,230,2,0,21,5.971026600000187,547.8442097,1958.242097,0,0
integrated,1012200,rotated_cluster,300.0,10,True,523.0508787922133,5230.508787922133,18477.543939610667,250,232,1,0,21,6.272801300001447,547.8442097,1958.242097,0,0
integrated,1012200,rotated_cluster,900.0,10,True,521.9652139882717,5219.652139882716,18468.260699413582,248,230,2,0,21,6.973470900000393,547.8442097,1958.242097,0,0
integrated,1012201,rotated_cluster,100.0,10,True,578.7205748032103,5787.205748032103,19391.028740160506,309,290,8,0,21,7.5191813000019465,2153.5163002,5267.425728,0,0
integrated,1012201,rotated_cluster,300.0,10,True,567.6548882506235,5676.548882506235,19312.74441253117,295,277,4,0,21,6.692281299998285,1889.9370333999998,4408.963118,0,0
integrated,1012201,rotated_cluster,900.0,10,True,567.384438705046,5673.844387050461,19284.22193525231,295,277,5,0,21,6.8036329000024125,1891.97776,4412.364329,0,0
